Company Name,Website,Email,Search Time (seconds)
FREEFORM SOLUTION PTE LTD,https://www.freeform.sg/,Mark@freeform.sg,1.5369622707366943
DYNAMICS CIRCUIT (S) PTE LTD,https://dynamicscircuit.com/,"parthiban@dynamicscircuit.com, kimngan@dynamicscircuit.com, salesmy@dynamicscircuit.com, sales@dynamicscircuit.comDynamics, vS@w1J.wG, sales@dynamicscircuit.com, adi.wahyu@dynamicscircuit.com, -@wU.jr",476.50764060020447
LUMBERG ASIA PACIFIC PTE LTD,https://www.lumberg.com/en/,"presse@lumberg.com, marketing@lumberg.com, personal@lumberg.com, sperveslage.ralf@lumberg.com, rutkowski.pia@lumberg.com, h.koch@v-i-a.de, info@lumberg.com",93.66795945167542
APTIV SAFETY & MOBILITY SERVICES SINGAPORE PTE LTD,https://www.aptiv.com/,"ir@aptiv.com, mediarelations@aptiv.com",136.95861172676086
ACCENTURE PTE LTD,https://www.accenture.com/sg-en,No email found,7.918052434921265
XT XING TECHNOLOGIES SG PTE LTD,https://www.xtxingtech.com/,"USsales@xtxingtech.comXT, USsales@xtxingtech.comHomeAbout",3.0576677322387695
GSK ELECTRONICS PTE LTD,https://www.gsk.com.sg/,No email found,10.145890235900879
CYBERFUSION TECHNOLOGIES PTE LTD,https://www.cyberfusion.com.sg/,stanley@cyberfusion.com.sgbottom,9.644926071166992
JEOL ASIA PTE LTD,https://www.jeol.com/sg/,No email found,22.364545106887817
CALTRON (PTE) LTD,https://www.caltron.sg/,No email found,2.111178398132324
SINCO TECHNOLOGIES PTE LTD,https://www.sinco.com.sg/,"enquiries@sinco.com.sg, sinco@sinco.com.sg",2.841954469680786
SATO ASIA PACIFIC PTE LTD,https://satoasiapacific.com/,No email found,46.52959442138672
ATEX ELECTRONICS (S) PTE LTD,https://www.timesbusinessdirectory.com/companies/atex-electronics-s-pte-ltd,"bizinfo@sg.marshallcavendish.com, info@greenworldmedia.co.th, dpo.mcbi@sg.marshallcavendish.com",84.88481855392456
FINETEK PTE LTD,https://www.fine-tek.com/,"ir@fine-tek.com, info@fine-tek.com, esg@fine-tek.com, hr@fine-tek.com",48.04832577705383
CEI LIMITED,http://www.cei.com.sg/,"lee.lh@aem.com.sg, wong.wq@aem.com.sg, joseph.tan@aem.com.sg, cei.hr@aem.com.sg",4.152013301849365
CHEE NGAI PLASTIC & METAL FABRICATORS PTE LTD,https://www.timesbusinessdirectory.com/companies/chee-ngai-plastic-metal-fabricators-pte-ltd,"nigel_lim@taiyo.com.sg, bizinfo@sg.marshallcavendish.com, info@greenworldmedia.co.th, dpo.mcbi@sg.marshallcavendish.com",63.0821967124939
RICHSUN PRECISION ENGINEERING (S) PTE LTD,https://sg.linkedin.com/company/richsun-precision-engineering,richsun@singnet.com.sg,112.3643262386322
HONFOONG PLASTIC INDUSTRIES PTE LTD,https://sgpgrid.com/company-details/honfoong-plastic-industries-pte-ltd,No email found,45.82679295539856
"An AC adapter is a type of external power supply, often enclosed in a case similar to an AC plug. Other names include plug-in adapter, domestic mains adapter, and power adapter. Adapters for battery-powered equipment may be described as chargers or rechargers. AC adapters are used with electrical devices that require power but do not contain internal components to derive the required voltage and power from mains power.  Less",https://en.wikipedia.org/wiki/AC_adapter,"gabinaluz+app@gmail.com, permissions-en@wikimedia.org",26.124003410339355
HOKURIKU (SINGAPORE) PTE LTD,https://www.wesleynet.com/singapore/ecatalogue/profile.php?Co_Code=70,No email found,15.584077596664429
CONTA-CLIP (S) PTE LTD,https://conta-clip.com.sg/,sales@conta-clip.com.sg,2.2914931774139404
DYMAX ASIA PACIFIC PTE LTD,https://dymax.com/resources/news-and-media/press-releases/corporate/dymax-asia-pacific-pte-ltd-recognized-as-leading-corporation-in-singapore,No email found,9.12954568862915
FLEXTRONICS PLASTICS (S) PTE LTD,https://flex.com/,No email found,8.219237804412842
SEMICONDUCTOR TECHNOLOGIES & INSTRUMENTS PTE LTD,https://www.stigp.com/,"sti_salesenquiries@stigp.comMalaysia, sticareer@stigp.com, sti_salesenquiries@stigp.com, sti_salesenquiries@stigp.comJapan, dpo@stigp.com",2.314049482345581
SAMSUNG ASIA PTE LTD (IPC DIVISION),https://www.samsung.com/sg/,"instacashsg@compasia.com, support-sg@compasia.com, privacy.sg@samsung.com, sgepp@samsung.com, Days@pebble.studio, sg.customerservice@samsung.com",15.206006050109863
ERICSSON TELECOMMUNICATIONS PTE LTD,https://www.ericsson.com/en/about-us/company-facts/ericsson-worldwide/singapore,No email found,0.08525967597961426
ASM TECHNOLOGY SINGAPORE PTE LTD,https://www.asm.com/,q@uT.VV,47.0817437171936
CLEANTEC ENGINEERING (S) PTE LTD,https://www.cleantec.com.sg/,"sales@cleantec.com.sgGet, sales@cleantec.com.sgCleanTec",5.611043930053711
"PCA Technology Limited established in 1990 as an Electronic Manufacturing Services (EMS) provider. Today, it is serving major names and OEM in: 
• Computer peripheral 
• Telecommunication 
• Medical products 
• Industrial products 
• Consumer products…
                      
                             More",https://pcatechnology.com/,"PCAT_Sales@pcatechnology.com.sg, PCAT_Procurement@pcatechnology.com.sg, PCATSingapore@pcatechnology.com.sg, recruit@pcatechnology.com.sg",2.519242286682129
AKRIBIS SYSTEMS PTE LTD,https://akribis-sys.com/,kongym@akribis-sys.com,20.72864603996277
