Company Name,Website,Email,Search Time (seconds)
WESTECH LABEL INDUSTRIES PTE LTD,https://www.timesbusinessdirectory.com/companies/westech-label-industries-pte-ltd,No email found,0.5157260894775391
RICHCO ELECTRONICS PTE LTD,https://www.sg-electronics.com/companies/richco-electronics-pte-ltd,No email found,0.3836216926574707
MEGA VALVE & FITTING PTE LTD,https://megavalve.com.sg/,enquiry@megavalve.com.sg,53.47352194786072
FUJI ELECTRIC ASIA PACIFIC PTE LTD,No results,No email found,N/A
INTERCORP SOLUTIONS PTE LTD,https://www.intercorpsolutions.com/,"enquiries@intercorpsolutions.com, helpdesk@intercorpsolutions.com",17.32002902030945
SINGAPORE KYODEN PTE LTD,https://www.sg-electronics.com/companies/singapore-kyoden-pte-ltd,No email found,10.063730478286743
SINGA PLASTICS LTD,https://www.singaplastics.com/,No email found,5.756962299346924
NANOFILM TECHNOLOGIES INTERNATIONAL PTE LTD,https://www.nti-nanofilm.com/,"zhu_ling@shpt.com, ir@nti-nanofilm.com, waijun.mak@sydrogen.com, enquiry@nti-nanofilm.com, DPO@nti-nanofilm.com, Relationsir@nti-nanofilm.com, media@nti-nanofilm.com",7.330821514129639
PARKER HANNIFIN SINGAPORE PTE LTD,https://www.parker.com/sg/en/home.html,No email found,10.099355459213257
WEI LONG ELECTRONICS ENGINEERING PTE LTD,https://www.weilongelectronics.com/products/,No email found,-3.96756911277771
INTERPLEX HOLDINGS PTE LTD,https://interplex.com/,"Ottecarsten.otte@publitek.com, Selvan.Wilhelm@fr.interplex.com, WilhelmSelvan.Wilhelm@ennovi.com, McMahonerin.mcmahon@publitek.com, Selvan.Wilhelm@ennovi.com, communications@interplex.com, contact@cloudfilt.com, dpo@interplex.com, corp.legal@interplex.com, carsten.otte@publitek.com, erin.mcmahon@publitek.com",35.28932523727417
ASSOCIATED SPRING ASIA PTE LTD,https://www.asbg.com/,"associatedspring@asbg.com, AssociatedSpring@asbg.com",54.670095443725586
DAIFUKU MECHATRONICS (S) PTE LTD,https://www.daifuku.com/company/groupcompanies/singapore/,"support1@daifukuna.com, support1@daifukuna.comTo",48.973108768463135
POSSEHL ELECTRONICS (S) PTE LTD,https://www.possehlelectronics.de/en/,No email found,81.31492710113525
FONG TAT MOTOR CO PTE LTD,https://www.sgcarmart.com/directory/merchant.php?MID=11813,No email found,14.573356628417969
SUPERTRON SENSING PTE LTD,https://supertronsensing.com/,No email found,74.53951144218445
NIHON SUPERIOR (SINGAPORE) PTE LTD,https://en.nihonsuperior.co.jp/company/,"info@nihonsuperior.com.sg, sales@nihonsuperior.com, info@nihonsuperior.co.jp, info@nihonsuperior.com.my",35.01884388923645
ALSON ENGINEERING (S) PTE LTD,https://www.facebook.com/AlsonEngineering/,No email found,0.36017489433288574
IMAGE ENGRG & TRADING PTE LTD,https://www.ietrdg.com/,"%7@1.Rce, 7@nOk.NOo, E@V.DEP, a@3.gT, iettool@singnet.com.sg, y@x.UihUq",82.81033444404602
COMWORTH SOLUTIONS PTE LTD,https://www.comworth.com.sg/,No email found,0.06718897819519043
LANGDALE E3 PTE LTD,https://www.sg-electronics.com/companies/langdale-e3-pte-ltd,"bizinfo@sg.marshallcavendish.com, info@greenworldmedia.co.th",73.76728010177612
LONG SHINE EQUIPMENT & SUPPLIES PTE LTD,No results,No email found,N/A
EQUIPTEST TECHNOLOGIES PTE LTD,https://www.equiptest.com.sg/,"kervin.wong@equiptest.com.sg, feedback@equiptest.com.sg, cy.lim@equiptest.com.sg, eric.tan@equiptest.com.sg, alberto.pulmones@equiptest.com.sg, michael.goh@equiptest.com.sg, hr.eqt@equiptest.com.sg, eqt@equiptest.com.sg",74.12733149528503
FU YU CORPORATION LIMITED,https://www.fuyucorp.com/,"7393ir@fuyucorp.com, dpo@fuyucorp.com, sales@fuyucorp.com, ir@fuyucorp.com",5.380865812301636
COPERION PTE LTD,https://www.coperion.com/en,info@coperion.com,57.1025333404541
SHONAN DESIGN (S) PTE LTD,https://www.shonan.com.sg/,info@novage.com.sg,6.959141969680786
NITTO DENKO (S) PTE LTD,https://www.nitto.com/us/en/about_us/corporate/group/southeastasia/nsg/,No email found,28.655603885650635
LITHO-LAV PRODUCTS PTE LTD,https://www.lavscreen.com/,No email found,6.47818922996521
SEIKO INSTRUMENTS SINGAPORE PTE LTD,https://www.seiko-mfg.sg/,"sisenquiry@seiko-mfg.sg, Enquirysisenquiry@seiko-mfg.sg",9.524325370788574
CLOSED-LOOP TECHNOLOGY PTE LTD,https://www.closed-loop.biz/,"sales@closed-loop.biz, -sAW6@G.XO, r@I.UDl, K@48G9-.BYBGNPTUT",39.079710483551025
