Company Name,Website,Email,Search Time (seconds)
FYNO PRECISION PTE LTD,https://fyno.com.sg/,"sales@fyno.com.sg, Sales@fyno.com.sg",2.0223169326782227
DURA-METAL (S) PTE LTD,https://durametal-alloy.com/,quintin@forgedring.com.sgLearn,3.937563896179199
NISSHO PRECISION (S) PTE LTD,https://www.nissho-group.com/english/network/sa.html,No email found,26.447349548339844
LTC PRECISION PTE LTD,https://www.ltc-sg.com/,sales@ltc-sg.com,1.0713655948638916
QUALCOMM CDMA TECHNOLOGIES ASIA-PACIFIC PTE LTD,https://www.qualcomm.com/,No email found,0.2983558177947998
RAYTEC MACHINERY PTE LTD,https://sg.kompass.com/c/raytec-machinery-pte-ltd/sg034683/,No email found,0.655177116394043
DOXON ENGINEERING PTE LTD,https://doxon.com.sg/,"hr@doxon.com.sg, business-proposal@doxon.com.sg, sales@doxon.com.sg",6.6285240650177
BERTDA SERVICES (SOUTHEAST ASIA) PRIVATE LIMITED,https://www.sgprocessindustries.com/companies/BERTDA-SERVICES-(SOUTHEAST-ASIA)-PRIVATE-LIMITED,"info@greenworldmedia.co.th, enquiries@oceanmaster.com.sg, dpo.mcbi@sg.marshallcavendish.com, bizinfo@sg.marshallcavendish.com, admin@aspri.com.sg",40.533446311950684
IDT SINGAPORE PTE LTD,https://www.idtdna.com/,"archer-customersupport@idtdna.comArcher, 9187Australiaapac-custcare@idtdna.com, Pacificapac-applicationsupport@idtdna.com, Statesamr-custcare@idtdna.com, 3770Europeeuorders@idtdna.com, 3770Europeemea-custcare@idtdna.com, 181Canadaamr-applicationsupport@idtdna.com, 9187Australiaasiaorders@idtdna.com, 2661Chinaasiaorders@idtdna.com, Zealandapac-custcare@idtdna.com, 181Canadaamr-custcare@idtdna.com, Receivableaccountsreceivable@idtdna.comEmployment, Inquiriesjobs@idtdna.com, Zealandapac-applicationsupport@idtdna.com, Zealandasiaorders@idtdna.com, idtpr@idtdna.com, Pacificapac-custcare@idtdna.com, Statesamr-applicationsupport@idtdna.com, archer-tech@idtdna.com, 9187Australiaapac-applicationsupport@idtdna.com, Verificationvoes@idtdna.comInvoicinginvoicing, Koreakorea-custcare@idtdna.com, 2661Chinachinacustcare@idtdna.com, 3770Europeemea-applicationsupport@idtdna.com, Japanasiaorders@idtdna.com, Koreaapac-applicationsupport@idtdna.com, Statesorders@idtdna.com, archer-customersupport@idtdna.comPhone, genes@idtdna.com, 181Canadaorders@idtdna.com, Pacificasiaorders@idtdna.com, 2661Chinaapac-applicationsupport@idtdna.com, Japanjapan-custcare@idtdna.com, Japanapac-applicationsupport@idtdna.com",123.42200779914856
DENSO TEN SINGAPORE PTE LTD,https://www.denso-ten.com/,webmaster@tm.ten.fujitsu.com,5.3171727657318115
3M TECHNOLOGIES (S) PTE LTD,No results,No email found,N/A
TECHNIC-POWER ENGINEERING PTE LTD,http://www.technic-power.com/,sales@technic-power.com,2.8777389526367188
POEY HUAT HARDWARE (S) PTE LTD,https://www.timesbusinessdirectory.com/companies/poey-huat-hardware-s-pte-ltd,"bizinfo@sg.marshallcavendish.com, info@greenworldmedia.co.th, dpo.mcbi@sg.marshallcavendish.com",104.71755695343018
PIONEER ELECTRONICS ASIACENTRE PTE LTD,https://pioneercarentertainment.com/,"info@pioneermalaysia.comE, info@pioneermalaysia.comWebsite, enquiry_sales@pioneer.com.sgOperating, thaicustomer@pioneer-thailand.comCOMING, enquiry@pioneer.com.sgE, inquiry@zamony.com.phE, enquiry@rimbunankuasa.co.thWebsite, thaicustomer@pioneer-thailand.comE",25.942451000213623
CEC-COILS SINGAPORE PTE LTD,https://www.sg-electronics.com/companies/cec-coils-singapore-pte-ltd,No email found,1.5971970558166504
LIBEROS MARKETING PTE LTD,https://www.sg-electronics.com/companies/liberos-marketing-pte-ltd,No email found,0.44848060607910156
ASIA METAL INDUSTRIES PTE LTD,https://www.asiametal.sg/,enquiry@asiametal.sg,46.60386872291565
WINTECH NANO-TECHNOLOGY SERVICES PTE LTD,https://en.wintech-nano.com/,"sales@wintech-nano.com, sales-cn@wintech-nano.com",10.63010549545288
FEI COMPANY OF USA (S.E.A.) PTE LTD,https://sgpgrid.com/company-details/fei-company-of-usa-sea-pte-ltd,No email found,37.44095993041992
HIRATA FA ENGINEERING (S) PTE LTD,https://www.hirata.com.sg/,"sales@hirata.com.sg, dpo@hirata.com.sgPlease, sales@hirata.com, dpo@hirata.com.sg",60.81938576698303
